y,x,x1,x2,x3,x4,x5,x6,x7,x8
8.0,4443403,7300000,89,242,158,14000,Vincent Paronnaud,Animation|Biography|Drama|War,Persepolis 
7.0,1330827,7000000,118,253,73,0,Nicolas Winding Refn,Horror|Thriller,The Neon Demon 
7.2,1818681,7300000,97,224,224,0,Daniel Barber,Action|Crime|Drama|Thriller,Harry Brown 
6.2,336530303,258000000,156,392,1902,0,Sam Raimi,Action|Adventure|Romance,Spider-Man 3
3.5,12610552,7500000,100,39,206,129,Robert Marcarelli,Action|Adventure|Fantasy|Sci-Fi|Thriller,The Omega Code 
7.5,143492840,7500000,96,387,881,10000,Jason Reitman,Comedy|Drama|Romance,Juno 
6.7,43800000,7200000,120,120,276,0,Guy Hamilton,Action|Adventure|Thriller,Diamonds Are Forever 
9.2,134821952,6000000,175,208,2238,43000,Francis Ford Coppola,Crime|Drama,The Godfather 
6.1,94900000,4000000,95,51,128,0,Adrian Lyne,Drama|Music|Romance,Flashdance 
7.7,32391374,7500000,95,331,494,40000,Marc Webb,Comedy|Drama|Romance,500 Days of Summer
7.6,40158000,7000000,121,83,241,0,Jane Campion,Drama|Music|Romance,The Piano 
6.1,113709992,7000000,110,324,281,54000,Steven Soderbergh,Comedy|Drama,Magic Mike 
4.9,32131483,11000000,96,140,369,2000,Jonathan Liebesman,Horror|Mystery|Thriller,Darkness Falls 
6.8,35400000,7000000,121,136,251,0,Guy Hamilton,Action|Adventure|Thriller,Live and Let Die 
7.0,34099640,5000000,95,79,149,0,Jay Russell,Drama|Family|Sport,My Dog Skip 
5.7,37295394,6600000,112,52,59,0,Salim Akil,Comedy|Drama,Jumping the Broom 
7.3,144812796,105000000,143,490,753,115000,Baz Luhrmann,Drama|Romance,The Great Gatsby 
7.5,31501218,7500000,93,351,526,0,George Clooney,Biography|Drama|History,"Good Night, and Good Luck. "
7.4,28747570,7000000,110,271,416,0,Bennett Miller,Biography|Crime|Drama,Capote 
7.2,25625110,7000000,104,93,202,0,Robert Rodriguez,Action|Crime|Thriller,Desperado 
6.5,403932,20000000,115,71,92,141,Michael Winterbottom,Drama|Romance|Western,The Claim 
6.8,25000000,9000000,119,112,242,0,Michael Anderson,Action|Adventure|Sci-Fi,Logan's Run 
6.8,21000000,13000000,125,118,258,2000,Guy Hamilton,Action|Adventure|Thriller,The Man with the Golden Gun 
5.2,20257000,7000000,96,35,65,978,Craig R. Baxley,Action|Comedy|Crime|Thriller,Action Jackson 
7.2,26005908,3500000,100,342,1100,10000,Neil Marshall,Adventure|Horror|Thriller,The Descent 
4.0,15818967,7000000,89,137,120,0,Matt Bettinelli-Olpin,Horror|Mystery,Devil's Due 
6.8,14891000,7000000,92,50,105,824,David O. Russell,Comedy,Flirting with Disaster 
6.9,16901126,7000000,109,261,687,0,Rob Zombie,Crime|Horror,The Devil's Rejects 
7.3,17474107,7000000,103,180,89,23000,Rick Famuyiwa,Comedy|Crime|Drama,Dope 
6.1,14003141,7000000,95,28,29,375,Michael Rymer,Crime|Drama|Thriller,In Too Deep 
7.8,304360277,200000000,143,750,1498,80000,Sam Mendes,Action|Adventure|Thriller,Skyfall 
6.0,12583510,7000000,105,202,922,0,Rob Zombie,Horror,House of 1000 Corpses
7.0,9190525,7000000,106,341,324,10000,Ethan Coen,Comedy|Drama,A Serious Man 
7.1,9176553,7500000,100,160,97,0,Aaron Schneider,Drama|Mystery,Get Low 
6.2,9094451,7000000,103,31,79,0,Steve Miner,Action|Fantasy|Horror|Thriller,Warlock 
6.9,14612840,7000000,116,71,37,0,Gina Prince-Bythewood,Drama|Music,Beyond the Lights 
7.6,9166863,7000000,99,281,247,16000,Tom Ford,Drama|Romance,A Single Man 
7.6,8373585,7000000,164,114,308,0,Martin Scorsese,Drama,The Last Temptation of Christ 
6.4,7292175,7000000,96,72,100,0,Michael Corrente,Comedy|Drama|Romance,Outside Providence 
6.2,6601079,7000000,122,119,276,0,Gurinder Chadha,Comedy|Drama|Musical|Romance,Bride & Prejudice 
7.5,6165429,6000000,94,74,249,0,Phillip Noyce,Adventure|Biography|Drama|History,Rabbit-Proof Fence 
2.0,5694308,7000000,93,25,46,446,Don Michael Paul,Comedy|Sport,Who's Your Caddy? 
6.2,5430822,7000000,96,39,75,0,Tony Maylam,Action|Crime|Horror|Sci-Fi|Thriller,Split Second 
6.5,4720371,7000000,113,27,85,650,Mitch Davis,Adventure|Biography|Drama,The Other Side of Heaven 
7.9,2921738,7000000,192,29,119,2000,Yash Chopra,Drama|Musical|Romance,Veer-Zaara 
6.8,2344847,7000000,99,158,119,0,David Mamet,Drama|Sport,Redbelt 
6.3,7455447,7000000,91,223,126,0,Jay Duplass,Comedy|Drama|Romance,Cyrus 
6.3,2148212,7000000,100,25,20,157,Kevin Brodie,Drama|Family,A Dog of Flanders 
6.6,2062066,7000000,105,97,147,357,Paul Schrader,Biography|Crime|Drama,Auto Focus 
6.4,1654367,7000000,99,117,106,3000,George Hickenlooper,Biography|Drama,Factory Girl 
7.5,1738692,7000000,112,389,301,38000,Lynne Ramsay,Drama|Thriller,We Need to Talk About Kevin 
6.5,1889522,7000000,99,34,12,797,Tim Chambers,Drama|Sport,The Mighty Macs 
7.2,1110286,4825000,125,161,65,0,Rodrigo García,Drama|Romance,Mother and Child 
6.3,1000000,9000000,107,6,26,122,Dick Richards,Adventure|Drama|Romance|War,March or Die 
7.0,700000,50000000,107,16,78,0,Jean-Marie Poiré,Comedy|Fantasy|Sci-Fi,Les visiteurs 
6.3,1768416,7000000,97,301,198,0,Sofia Coppola,Comedy|Drama,Somewhere 
2.3,306715,10000000,95,12,62,724,Alex Zamm,Comedy,Chairman of the Board 
7.1,382946,7000000,106,134,99,19000,Spencer Susser,Drama,Hesher 
6.2,236266,3500000,103,103,290,0,Gus Van Sant,Adventure|Drama|Mystery,Gerry 
6.7,196067,7000000,96,39,25,97,Thaddeus O'Sullivan,Drama|Romance,The Heart of Me 
6.5,532988,7000000,103,133,25,0,Peter Sollett,Biography|Drama|Romance,Freeheld 
5.9,453079,7000000,108,104,29,916,Shari Springer Berman,Comedy,The Extra Man 
6.0,46451,7000000,118,27,38,694,Stephen Milburn Anderson,Comedy|Crime|Thriller,Ca$h 
6.9,233103,7000000,97,49,50,311,Richard E. Grant,Drama,Wah-Wah 
7.3,41400000,6900000,115,38,138,0,Clint Eastwood,Western,Pale Rider 
7.7,7993039,6900000,102,152,408,10000,Richard Linklater,Comedy,Dazed and Confused 
7.3,927107,15000000,125,63,51,687,Max Färberböck,Biography|Drama|Romance|War,Aimee & Jaguar 
7.0,49526,6800000,108,74,129,1000,Arie Posin,Comedy|Drama,The Chumscrubber 
6.4,10696,6800000,101,25,65,413,Damian Nieman,Crime|Thriller,Shade 
5.6,31607598,6900000,101,224,160,10000,Mark Tonderai,Drama|Horror|Thriller,House at the End of the Street 
8.2,6857096,6800000,139,226,156,37000,Denis Villeneuve,Drama|Mystery|War,Incendies 
6.5,223878,5000000,125,36,21,282,Gabriele Muccino,Comedy|Drama|Romance,"Remember Me, My Love "
8.1,8060,4000000,115,142,107,11000,José Padilha,Action|Crime|Drama|Thriller,Elite Squad 
5.4,84263837,6500000,99,271,291,45000,John R. Leonetti,Horror|Mystery,Annabelle 
6.3,110029,6500000,88,33,31,479,Rachel Perkins,Comedy|Drama|Musical,Bran Nue Dae 
7.8,57504069,6000000,112,64,183,0,John Singleton,Crime|Drama,Boyz n the Hood 
6.8,54215416,6500000,108,18,63,0,Luis Valdez,Biography|Drama|Music,La Bamba 
7.1,31899000,6500000,104,121,201,0,Brian De Palma,Mystery|Romance|Thriller,Dressed to Kill 
6.2,24103594,6500000,108,14,54,391,Stephen Sommers,Adventure|Comedy|Drama|Family,The Adventures of Huck Finn 
7.3,16842303,6500000,102,137,418,0,Doug Liman,Comedy|Crime,Go 
5.9,13367101,6500000,88,111,166,515,Nicole Holofcener,Comedy|Drama|Romance,Friends with Money 
3.6,10149779,6500000,91,97,160,342,Louis Morneau,Horror|Sci-Fi|Thriller,Bats 
7.7,6173485,7000000,141,73,84,802,Caroline Link,Biography|Drama,Nowhere in Africa 
7.3,4000304,6500000,101,486,375,23000,Steve McQueen,Drama,Shame 
7.4,2338695,4000000,105,149,263,0,Matthew Vaughn,Crime|Drama|Thriller,Layer Cake 
6.6,2024854,6500000,100,4,21,19,Sterling Van Wagenen,Drama|Western,The Work and the Glory II: American Zion 
6.9,2268296,6500000,116,200,119,12000,Zal Batmanglij,Drama|Thriller,The East 
6.8,1029017,6500000,97,84,135,1000,Michael Mayer,Drama|Romance,A Home at the End of the World 
7.3,64148,6500000,106,28,35,260,Hans Petter Moland,Drama,Aberdeen 
7.2,66637,6500000,105,217,92,0,Oren Moverman,Drama|Romance|War,The Messenger 
7.7,871577,4500000,122,183,143,13000,Anton Corbijn,Biography|Drama|Music,Control 
8.1,38400000,6500000,107,204,692,13000,James Cameron,Action|Sci-Fi,The Terminator 
7.7,4063859,4800000,121,153,225,11000,Wolfgang Becker,Drama|Romance,Good Bye Lenin! 
7.6,449558,10000000,98,145,75,0,Tom Hooper,Biography|Drama|Sport,The Damned United 
7.2,2122561,6000000,123,93,434,0,Kevin Smith,Comedy|Romance,Mallrats 
7.2,181360000,6000000,110,124,350,13000,Randal Kleiser,Musical|Romance,Grease 
8.1,137963328,6000000,120,120,505,9000,Oliver Stone,Drama|War,Platoon 
7.5,119078393,6000000,122,288,1416,0,Michael Moore,Documentary|Drama|War,Fahrenheit 9/11
8.1,102308900,6000000,110,130,309,0,George Roy Hill,Biography|Crime|Drama|Western,Butch Cassidy and the Sundance Kid 
7.8,102300000,6000000,139,145,259,0,Robert Stevenson,Comedy|Family|Fantasy|Musical,Mary Poppins 
7.8,54800000,6000000,124,62,283,0,Robert Redford,Drama,Ordinary People 
5.8,24004159,110000000,120,188,191,0,Frank Coraci,Action|Adventure|Comedy,Around the World in 80 Days
7.6,43650000,6000000,152,120,316,0,Jerome Robbins,Crime|Drama|Musical|Romance|Thriller,West Side Story 
7.4,39800000,6000000,98,71,250,0,Harold Ramis,Comedy|Sport,Caddyshack 
6.3,27457409,6000000,106,52,43,478,Gary Hardwick,Comedy|Drama,The Brothers 
6.9,25047631,6000000,106,18,50,990,Rick Famuyiwa,Comedy|Drama|Romance,The Wood 
8.6,23272306,6000000,106,162,1182,28000,Bryan Singer,Crime|Drama|Mystery|Thriller,The Usual Suspects 
5.1,22168359,8000000,89,88,227,1000,Stephen Hopkins,Fantasy|Horror|Romance|Thriller,A Nightmare on Elm Street 5: The Dream Child
6.4,21005329,6000000,94,96,258,0,Walt Becker,Comedy|Romance,Van Wilder: Party Liaison 
7.9,26236603,6000000,109,391,547,10000,Darren Aronofsky,Drama|Sport,The Wrestler 
6.9,20400000,8000000,144,32,87,403,King Vidor,Drama|Romance|Western,Duel in the Sun 
7.5,18621249,6000000,90,119,340,0,Christopher Guest,Comedy,Best in Show 
7.2,25244700,6000000,106,201,284,0,John Carpenter,Action|Sci-Fi,Escape from New York 
5.8,14545844,6500000,121,22,38,624,Spike Lee,Comedy|Drama|Musical,School Daze 
2.9,13235267,6000000,89,52,32,256,Fred Savage,Comedy|Family,Daddy Day Camp 
6.2,12793213,6000000,104,34,73,0,Donald Petrie,Comedy|Drama|Romance,Mystic Pizza 
6.8,11883495,9000000,99,88,278,0,Peter Howitt,Comedy|Drama|Fantasy|Romance,Sliding Doors 
6.1,11797927,6000000,98,25,52,985,Rusty Cundieff,Comedy|Horror|Thriller,Tales from the Hood 
7.7,17605861,6000000,121,252,351,0,Kevin Macdonald,Biography|Drama|History|Thriller,The Last King of Scotland 
5.2,11642254,3000000,96,137,287,926,Dominique Othenin-Girard,Horror|Thriller,Halloween 5
6.8,9203192,5000000,99,231,136,15000,Richard Linklater,Comedy|Crime|Drama,Bernie 
6.5,7518876,6000000,42,9,5,28,Jean-Jacques Mantello,Adventure|Documentary|Short,Dolphins and Whales 3D: Tribes of the Ocean
7.0,8596914,6000000,122,115,148,0,Ed Harris,Biography|Drama,Pollock 
5.9,6851636,6000000,101,67,182,0,Risa Bramon Garcia,Comedy|Drama|Romance,200 Cigarettes
7.1,11434867,6000000,102,216,130,21000,Brian Klugman,Drama|Mystery|Romance|Thriller,The Words 
5.5,5895238,6000000,84,133,70,9000,Matt Piedmont,Comedy|Western,Casa de mi Padre 
7.4,6670712,6000000,104,149,101,0,Raymond De Felitta,Comedy|Drama,City Island 
7.3,5359774,6000000,96,261,131,17000,John Michael McDonagh,Comedy|Crime|Thriller,The Guard 
4.6,4693919,6500000,94,42,78,422,Deb Hagan,Comedy,College 
7.2,4859475,6000000,90,152,520,0,Sofia Coppola,Drama|Romance,The Virgin Suicides 
5.1,4542775,6000000,90,76,73,985,Zach Cregger,Comedy|Romance,Miss March 
6.7,3588432,6000000,106,149,93,0,Zach Braff,Comedy|Drama,Wish I Was Here 
5.3,4394936,6000000,96,35,190,901,Mark Tarlov,Comedy|Drama|Fantasy|Romance,Simply Irresistible 
7.8,3029081,6000000,95,108,231,0,John Cameron Mitchell,Comedy|Drama|Music|Musical,Hedwig and the Angry Inch 
6.7,3273588,6000000,99,17,50,0,Sheldon Lettich,Action|Drama,Only the Strong 
7.2,2207975,6000000,99,129,190,0,Billy Ray,Drama|History,Shattered Glass 
5.8,2025238,6000000,95,84,105,289,David Atkins,Comedy|Crime|Drama|Thriller,Novocaine 
7.0,2077046,6000000,99,147,75,0,Jonathan Levine,Comedy|Drama|Romance,The Wackness 
3.8,869325,6000000,107,17,16,125,Sylvio Tabet,Action|Adventure|Fantasy|Sci-Fi,Beastmaster 2: Through the Portal of Time
5.7,399611,6000000,90,16,29,0,Rick Bieber,Biography|Drama|Sport,The 5th Quarter
6.7,115862,6000000,96,63,50,0,Shana Feste,Drama|Romance,The Greatest 
6.1,1346503,6000000,104,56,22,0,Wayne Wang,Drama|History,Snow Flower and the Secret Fan 
6.2,117560,6000000,97,36,29,224,Joey Lauren Adams,Drama|Romance,Come Early Morning 
6.2,54606,6000000,107,47,34,30,Peter Cattaneo,Comedy|Crime|Romance,Lucky Break 
4.7,36497,6000000,85,26,37,850,S.R. Bindler,Comedy,"Surfer, Dude "
6.3,65804,12000000,95,162,86,0,Stefan Ruzowitzky,Crime|Drama|Thriller,Deadfall 
7.3,3895664,5300000,111,88,149,0,Cédric Klapisch,Comedy|Drama,L'auberge espagnole 
5.8,20200,6000000,86,43,21,0,Kate Barker-Froyland,Drama|Music,Song One 
6.1,31874869,50000000,115,136,302,0,Barbet Schroeder,Crime|Mystery|Thriller,Murder by Numbers 
7.1,542860,4000000,103,111,37,0,Martin Koolhoven,Drama|History|War,Winter in Wartime 
7.1,11905519,200000000,111,112,214,0,Prachya Pinkaew,Action|Crime|Drama|Thriller,The Protector 
6.7,32541719,3500159,112,161,438,0,Gurinder Chadha,Comedy|Drama|Romance|Sport,Bend It Like Beckham 
6.9,3064356,5600000,141,68,81,160,John Sayles,Drama|Romance,Sunshine State 
2.1,7009668,5600000,95,25,36,244,Preston A. Whitmore II,Action|Sport,Crossover 
6.6,27024,5600000,85,222,148,4000,Jaume Balagueró,Horror,[Rec] 2
8.3,159600000,5500000,129,119,252,0,George Roy Hill,Comedy|Crime|Drama,The Sting 
7.2,58800000,5500000,125,90,213,0,Hugh Hudson,Biography|Drama|Sport,Chariots of Fire 
5.6,50382128,5500000,116,62,202,0,Darren Grant,Comedy|Drama|Romance,Diary of a Mad Black Woman 
7.7,35811509,5500000,105,71,104,0,Scott Hicks,Biography|Drama|Music|Romance,Shine 
6.6,24475193,3000000,90,364,314,33000,Joseph Gordon-Levitt,Comedy|Drama|Romance,Don Jon 
7.4,6200756,7000000,111,122,488,5000,Terry Zwigoff,Comedy|Drama,Ghost World 
7.1,1292119,5500000,91,100,144,0,Richard Eyre,Biography|Drama|Romance,Iris 
7.9,3629758,5500000,97,112,110,0,Christophe Barratier,Drama|Music,The Chorus 
6.7,6239558,5000000,92,67,67,352,Émile Gaudreault,Comedy|Drama,Mambo Italiano 
6.6,1056102,5000000,104,91,153,1000,James Cox,Crime|Drama|Mystery|Thriller,Wonderland 
7.9,27545445,6500000,120,103,418,0,Spike Lee,Drama,Do the Right Thing 
4.9,56007,5500000,99,27,69,113,James Toback,Comedy|Crime|Drama|Romance|Thriller,Harvard Man 
7.2,611709,3850000,93,205,41,0,Aki Kaurismäki,Comedy|Drama,Le Havre 
6.1,22770,5500000,99,72,12,543,Hitoshi Matsumoto,Comedy|Drama,R100
5.3,27445,9000000,96,48,31,1000,George Ratliff,Action|Comedy|Drama|Thriller,Salvation Boulevard 
5.0,766487,5250000,96,65,117,915,David Wain,Comedy|Romance,The Ten 
7.6,1196752,30300000,100,284,121,23000,Morten Tyldum,Crime|Drama|Thriller,Headhunters 
7.6,795126,6000000,98,47,52,989,Michael McGowan,Comedy|Drama|Sport,Saint Ralph 
6.6,83574831,5000000,106,318,269,35000,James Wan,Fantasy|Horror|Thriller,Insidious: Chapter 2
6.6,87025093,4000000,95,250,864,0,Darren Lynn Bousman,Horror|Mystery,Saw II 
7.3,71897215,15000000,104,411,440,33000,Dan Trachtenberg,Drama|Horror|Mystery|Sci-Fi|Thriller,10 Cloverfield Lane
6.6,64267897,5000000,87,106,327,0,Jeff Tremaine,Comedy|Documentary,Jackass: The Movie 
6.9,56536016,4900000,81,159,95,0,David F. Sandberg,Horror,Lights Out 
5.8,104007828,5000000,94,251,314,24000,Henry Joost,Horror,Paranormal Activity 3
4.4,50820940,5000000,89,183,159,18000,Stiles White,Fantasy|Horror,Ouija 
6.6,44793200,4500000,88,131,311,0,Chuck Russell,Action|Fantasy|Horror|Thriller,A Nightmare on Elm Street 3: Dream Warriors
7.1,43771291,5000000,108,297,279,15000,Joel Edgerton,Mystery|Thriller,The Gift 
7.6,44456509,5000000,115,41,81,14000,Eugenio Derbez,Comedy|Drama,Instructions Not Included 
4.6,53884821,5000000,96,248,247,26000,Henry Joost,Horror,Paranormal Activity 4
6.8,36000000,5000000,135,42,69,0,Henry Koster,Drama|History,The Robe 
4.9,34872293,8500000,93,91,252,963,Rachel Talalay,Comedy|Fantasy|Horror|Thriller,Freddy's Dead: The Final Nightmare 
7.3,34468224,4500000,109,185,533,0,Patty Jenkins,Biography|Crime|Drama|Thriller,Monster 
5.0,32453345,5000000,101,220,155,10000,Christopher Landon,Fantasy|Horror|Thriller,Paranormal Activity: The Marked Ones 
8.0,27296514,5000000,117,471,340,65000,Jean-Marc Vallée,Biography|Drama,Dallas Buyers Club 
5.2,25799043,3300000,83,152,126,0,David Gelb,Horror|Sci-Fi|Thriller,The Lazarus Effect 
8.5,25530884,9000000,113,274,2067,40000,Christopher Nolan,Mystery|Thriller,Memento 
6.5,27689474,5000000,104,336,339,23000,Mike Flanagan,Horror|Mystery,Oculus 
7.4,24138847,5000000,97,174,472,0,Kevin Smith,Comedy,Clerks II 
7.7,21994911,5000000,110,151,433,0,Stephen Daldry,Drama|Music,Billy Elliot 
7.4,21501098,5000000,103,276,216,22000,Nat Faxon,Comedy|Drama,The Way Way Back 
5.1,19281235,5000000,94,12,11,232,George Jackson,Comedy|Drama|Music|Romance,House Party 2
5.0,19421271,5000000,77,28,18,122,Maurice Joyce,Animation|Comedy|Family,Doug's 1st Movie
7.2,20733485,5000000,134,95,157,1000,Robert Duvall,Drama,The Apostle 
6.4,24809547,5000000,90,179,115,11000,Jesse Peretz,Comedy|Drama,Our Idiot Brother 
5.6,23031390,4500000,104,22,26,575,Ice Cube,Comedy|Drama,The Players Club 
6.2,16017403,5000000,95,92,153,0,Tim Blake Nelson,Drama|Romance|Thriller,O 
6.1,21197315,5000000,93,196,211,14000,John Erick Dowdle,Horror|Mystery|Thriller,"As Above, So Below "
5.2,17382982,5000000,106,9,33,0,Bille Woodruff,Drama|Thriller,Addicted 
7.3,14821531,6000000,109,31,209,599,Kasi Lemmons,Drama,Eve's Bayou 
7.5,18656400,5000000,101,309,195,45000,Richard Glatzer,Drama,Still Alice 
4.5,14343976,5000000,100,129,291,1000,Rob Hedden,Adventure|Horror,Friday the 13th Part VIII: Jason Takes Manhattan
6.6,241437427,5000000,95,168,756,5000,Joel Zwick,Comedy|Family|Romance,My Big Fat Greek Wedding 
5.3,14123773,5000000,94,444,561,25000,Harmony Korine,Crime|Drama,Spring Breakers 
4.9,15126948,5000000,93,123,335,0,Joe Chappelle,Horror|Thriller,Halloween: The Curse of Michael Myers 
7.7,13622333,2000000,106,173,385,0,Alfonso Cuarón,Adventure|Comedy|Drama|Romance,Y Tu Mamá También 
8.0,13464388,4000000,99,246,859,19000,Edgar Wright,Comedy|Horror,Shaun of the Dead 
3.8,13350177,5000000,82,74,113,562,Mickey Liddell,Drama|Horror|Thriller,The Haunting of Molly Hartley 
7.6,13269963,5000000,135,68,173,0,John Sayles,Drama|Mystery,Lone Star 
5.9,17768000,5000000,88,144,374,0,Dwight H. Little,Horror|Thriller,Halloween 4: The Return of Michael Myers
6.2,12947763,5000000,89,96,125,0,Fred Walton,Horror|Mystery,April Fool's Day 
7.2,14100000,5000000,110,42,87,0,Barry Levinson,Comedy|Drama,Diner 
6.3,12200000,5000000,107,29,65,0,Steve Carver,Action|Crime|Drama|Thriller|Western,Lone Wolf McQuade 
5.2,17683670,5000000,86,228,323,0,Gonzalo López-Gallego,Horror|Mystery|Sci-Fi|Thriller,Apollo 18
6.9,12055108,8000000,91,195,134,0,Christine Jeffs,Comedy|Drama,Sunshine Cleaning 
6.8,27285953,5000000,103,203,214,16000,John Erick Dowdle,Action|Thriller,No Escape 
3.5,11675178,5000000,92,59,53,11000,Michael Tiddes,Comedy,Fifty Shades of Black 
6.1,10572742,8000000,99,45,21,738,Bill Duke,Drama|Romance,Not Easily Broken 
4.5,9658370,5000000,96,12,9,740,Bille Woodruff,Comedy|Romance,The Perfect Match 
5.9,9628751,5000000,82,29,65,207,Mamoru Hosoda,Action|Adventure|Animation|Family|Sci-Fi,Digimon: The Movie 
6.9,8786715,5000000,92,121,324,0,Brian Dannelly,Comedy|Drama,Saved! 
7.7,3432342,6000000,112,135,166,0,Denys Arcand,Comedy|Crime|Drama|Mystery|Romance,The Barbarian Invasions 
5.3,6755271,5000000,90,56,131,327,J.S. Cardone,Horror|Thriller,The Forsaken 
7.0,6157157,5000000,150,59,198,0,Jay Levey,Comedy|Drama,UHF 
6.6,5480318,5000000,91,60,79,462,Tamara Jenkins,Comedy|Drama,Slums of Beverly Hills 
6.4,5308707,5000000,95,81,165,393,Jon Favreau,Comedy|Crime|Drama|Thriller,Made 
7.9,5009677,5000000,97,415,485,47000,Duncan Jones,Drama|Mystery|Sci-Fi,Moon 
6.9,4074023,5000000,41,7,4,89,Ronan Chapalain,Documentary,Sea Rex 3D: Journey to a Prehistoric World
7.7,4306697,5000000,112,120,196,920,Atom Egoyan,Drama,The Sweet Hereafter 
7.2,3950029,4000000,122,195,89,0,Xavier Beauvois,Drama,Of Gods and Men 
6.8,4040588,5000000,110,109,89,0,Randall Miller,Comedy|Drama,Bottle Shock 
7.4,3049135,5000000,108,93,265,0,Peter Jackson,Biography|Crime|Drama|Romance|Thriller,Heavenly Creatures 
4.6,4700361,5000000,121,12,29,0,Michael Polish,Drama,90 Minutes in Heaven
6.4,2711210,5000000,97,155,86,0,Dan Rush,Comedy|Drama,Everything Must Go 
7.0,1980338,5000000,116,81,151,507,Jake Kasdan,Comedy|Crime|Drama|Mystery|Thriller,Zero Effect 
7.7,1082044,5000000,94,204,458,21000,Brad Anderson,Drama|Thriller,The Machinist 
6.8,1100000,5000000,103,19,39,247,Paul Schrader,Crime|Drama,Light Sleeper 
7.0,2445646,5000000,112,163,99,13000,Michael Cuesta,Biography|Crime|Drama|Mystery|Thriller,Kill the Messenger 
7.0,2221809,5000000,91,248,144,0,John Cameron Mitchell,Drama,Rabbit Hole 
6.3,296665,5000000,98,39,158,0,Fenton Bailey,Biography|Crime|Drama|Thriller,Party Monster 
7.1,3219029,5000000,95,322,125,10000,Jeremy Saulnier,Crime|Horror|Music|Thriller,Green Room 
4.4,830210,5000000,99,12,56,0,James Manera,Drama|Mystery|Sci-Fi,Atlas Shrugged: Who Is John Galt? 
7.1,1040879,7000000,91,83,184,0,Wes Anderson,Comedy|Crime|Drama,Bottle Rocket 
6.1,326308,5000000,97,37,69,225,Kevin Spacey,Crime|Drama|Thriller,Albino Alligator 
7.3,124720,5000000,90,27,15,777,Nicholas Fackler,Drama|Romance,"Lovely, Still "
6.2,99147,2000000,90,31,28,69,Morgan J. Freeman,Drama,Desert Blue 
6.2,65069140,5000000,94,371,455,27000,M. Night Shyamalan,Horror|Thriller,The Visit 
6.2,65087,5000000,90,133,108,559,Brian De Palma,Crime|Thriller|War,Redacted 
3.3,16066,5000000,103,13,44,40,Klaus Menzel,Mystery|Romance|Thriller,Fascination 
7.5,37440,5000000,105,44,60,0,William H. Macy,Comedy|Drama|Music,Rudderless 
7.4,617228,84450000,113,99,27,1000,Jirí Menzel,Comedy|Drama|Romance|War,I Served the King of England 
7.3,274385,4000000,99,115,26,0,Fatih Akin,Comedy|Drama,Soul Kitchen 
8.0,24475416,890000,148,104,309,0,Billy Bob Thornton,Drama,Sling Blade 
5.9,47277326,4800000,93,303,1516,0,Eli Roth,Horror,Hostel 
6.8,1247453,2800000,94,122,123,750,Michael Winterbottom,Comedy|Drama,Tristram Shandy: A Cock and Bull Story 
7.4,1729969,5000000,121,359,219,14000,Jeff Nichols,Drama|Thriller,Take Shelter 
6.7,1705139,4700000,118,130,69,0,Frank LaLoggia,Fantasy|Horror|Mystery|Thriller,Lady in White 
5.5,8025872,4700000,101,159,258,0,Tobe Hooper,Comedy|Horror,The Texas Chainsaw Massacre 2
5.7,778565,4800000,90,440,475,30000,Nicolas Winding Refn,Crime|Drama,Only God Forgives 
7.2,513836,4600000,100,87,21,0,Michel Leclerc,Comedy|Drama|Romance,The Names of Love 
5.9,434417,4600000,97,121,65,0,Tom Kalin,Drama,Savage Grace 
6.7,81200000,4500000,96,45,133,0,Hugh Wilson,Comedy,Police Academy 
7.1,52700832,4500000,117,84,197,0,Mike Newell,Comedy|Drama|Romance,Four Weddings and a Funeral 
7.7,13060843,15000000,108,202,454,0,Spike Lee,Drama,25th Hour
7.4,3798532,4500000,109,120,208,2000,Lana Wachowski,Crime|Drama|Romance|Thriller,Bound 
8.4,3609278,4500000,102,234,1916,38000,Darren Aronofsky,Drama,Requiem for a Dream 
7.2,1687311,700000000,115,35,40,539,Carlos Saura,Drama|Musical,Tango 
5.4,10429707,5000000,98,49,125,0,Andrew Erwin,Comedy,Moms' Night Out 
8.1,727883,4500000,133,283,2110,33000,Richard Kelly,Drama|Sci-Fi|Thriller,Donnie Darko 
7.8,713413,4500000,122,54,68,689,Mike van Diem,Crime|Drama|Mystery,Character 
6.8,410241,2000000,106,92,199,3000,Jonas Åkerlund,Comedy|Crime|Drama,Spun 
7.7,211667,4200000000,112,202,131,4000,Chan-wook Park,Crime|Drama,Lady Vengeance 
6.5,92191,2500000,99,54,84,0,Barry Skolnick,Comedy|Drama|Sport,Mean Machine 
7.3,49413,35000000,110,98,26,528,Johnnie To,Action|Crime|Thriller,Exiled 
5.9,108229,4500000,104,138,137,7000,Agnieszka Wojtowicz-Vosloo,Drama|Horror|Mystery|Thriller,After.Life 
8.7,112000000,4400000,133,149,760,32000,Milos Forman,Drama,One Flew Over the Cuckoo's Nest 
5.8,8691,4500000,103,29,32,0,Ernie Barbarash,Action|Adventure,Falcon Rising 
6.1,26345,3000000,112,111,99,0,Nick Love,Action|Crime|Drama,The Sweeney 
7.6,20772796,6000000,101,149,346,0,Niki Caro,Drama|Family,Whale Rider 
7.2,199228,150000000,133,12,49,504,R. Balki,Comedy|Drama,Paa 
